Edges count:,2112
Element count:,1024
¹,q,q*,|q - q*|
1029,7.73483e-01,7.78073e-01,4.59046e-03
1030,4.90975e-01,4.93920e-01,2.94496e-03
1031,1.40214e-01,1.41120e-01,9.05596e-04
1032,-2.30057e-01,-2.31294e-01,1.23705e-03
1033,-5.68387e-01,-5.71561e-01,3.17481e-03
1034,-8.27767e-01,-8.32391e-01,4.62324e-03
1035,-9.72171e-01,-9.77530e-01,5.35895e-03
1036,-9.81560e-01,-9.86808e-01,5.24753e-03
1037,-8.54677e-01,-8.58934e-01,4.25756e-03
1038,-6.09224e-01,-6.11682e-01,2.45827e-03
1039,-2.79415e-01,-2.79415e-01,1.82036e-09
1040,9.94175e-01,1.00000e+00,5.82512e-03
1041,9.94175e-01,1.00000e+00,5.82511e-03
1042,9.94175e-01,1.00000e+00,5.82509e-03
1043,9.94175e-01,1.00000e+00,5.82508e-03
1044,9.94175e-01,1.00000e+00,5.82510e-03
1045,9.94175e-01,1.00000e+00,5.82511e-03
1046,9.94175e-01,1.00000e+00,5.82515e-03
1047,9.94175e-01,1.00000e+00,5.82514e-03
1048,9.94175e-01,1.00000e+00,5.82513e-03
1049,9.94175e-01,1.00000e+00,5.82511e-03
1050,9.94175e-01,1.00000e+00,5.82509e-03
1051,9.94175e-01,1.00000e+00,5.82513e-03
1052,9.94175e-01,1.00000e+00,5.82517e-03
1053,9.94175e-01,1.00000e+00,5.82516e-03
1054,9.94175e-01,1.00000e+00,5.82511e-03
1055,9.94175e-01,1.00000e+00,5.82509e-03
1056,9.94175e-01,1.00000e+00,5.82511e-03
1057,9.94175e-01,1.00000e+00,5.82511e-03
1058,9.94175e-01,1.00000e+00,5.82510e-03
1059,9.94175e-01,1.00000e+00,5.82511e-03
1060,9.94175e-01,1.00000e+00,5.82513e-03
1061,9.94175e-01,1.00000e+00,5.82512e-03
1062,9.94175e-01,1.00000e+00,5.82511e-03
1063,9.94175e-01,1.00000e+00,5.82511e-03
1064,9.94175e-01,1.00000e+00,5.82510e-03
1065,9.94175e-01,1.00000e+00,5.82516e-03
1066,9.94175e-01,1.00000e+00,5.82515e-03
1067,9.94175e-01,1.00000e+00,5.82516e-03
1068,9.94175e-01,1.00000e+00,5.82520e-03
1069,9.94175e-01,1.00000e+00,5.82513e-03
1070,9.94175e-01,1.00000e+00,5.82515e-03
1071,9.94175e-01,1.00000e+00,5.82507e-03
1072,2.79415e-01,2.79415e-01,1.02525e-09
1073,6.09224e-01,6.11682e-01,2.45826e-03
1074,8.54677e-01,8.58934e-01,4.25754e-03
1075,9.81560e-01,9.86808e-01,5.24751e-03
1076,9.72171e-01,9.77530e-01,5.35893e-03
1077,8.27767e-01,8.32391e-01,4.62323e-03
1078,5.68387e-01,5.71561e-01,3.17479e-03
1079,2.30057e-01,2.31294e-01,1.23703e-03
1080,-1.40214e-01,-1.41120e-01,9.05636e-04
1081,-4.90975e-01,-4.93920e-01,2.94500e-03
1082,-7.73483e-01,-7.78073e-01,4.59049e-03
1083,-9.48477e-01,-9.54086e-01,5.60850e-03
1084,-9.91641e-01,-9.97495e-01,5.85416e-03
1085,-8.96977e-01,-9.02268e-01,5.29094e-03
1086,-6.77643e-01,-6.81639e-01,3.99544e-03
1087,-3.64126e-01,-3.66273e-01,2.14646e-03
1088,9.41498e-09,0.00000e+00,9.41498e-09
1089,3.64126e-01,3.66273e-01,2.14643e-03
1090,6.77643e-01,6.81639e-01,3.99541e-03
1091,8.96977e-01,9.02268e-01,5.29091e-03
1092,9.91641e-01,9.97495e-01,5.85413e-03
1093,9.48477e-01,9.54086e-01,5.60847e-03
1094,7.73483e-01,7.78073e-01,4.59046e-03
1095,4.90975e-01,4.93920e-01,2.94495e-03
1096,1.40214e-01,1.41120e-01,9.05591e-04
1097,-2.30057e-01,-2.31294e-01,1.23705e-03
1098,-5.68387e-01,-5.71561e-01,3.17481e-03
1099,-8.27767e-01,-8.32391e-01,4.62323e-03
1100,-9.72171e-01,-9.77530e-01,5.35894e-03
1101,-9.81560e-01,-9.86808e-01,5.24752e-03
1102,-8.54677e-01,-8.58934e-01,4.25756e-03
1103,-6.09224e-01,-6.11682e-01,2.45826e-03
1104,-2.79415e-01,-2.79415e-01,1.82036e-09
1105,9.25091e-01,9.30508e-01,5.41652e-03
1106,9.25091e-01,9.30508e-01,5.41651e-03
1107,9.25091e-01,9.30508e-01,5.41650e-03
1108,9.25091e-01,9.30508e-01,5.41647e-03
1109,9.25091e-01,9.30508e-01,5.41650e-03
1110,9.25091e-01,9.30508e-01,5.41649e-03
1111,9.25091e-01,9.30508e-01,5.41655e-03
1112,9.25091e-01,9.30508e-01,5.41653e-03
1113,9.25091e-01,9.30508e-01,5.41653e-03
1114,9.25091e-01,9.30508e-01,5.41651e-03
1115,9.25091e-01,9.30508e-01,5.41649e-03
1116,9.25091e-01,9.30508e-01,5.41653e-03
1117,9.25091e-01,9.30508e-01,5.41658e-03
1118,9.25091e-01,9.30508e-01,5.41656e-03
1119,9.25091e-01,9.30508e-01,5.41651e-03
1120,9.25091e-01,9.30508e-01,5.41649e-03
1121,9.25091e-01,9.30508e-01,5.41650e-03
1122,9.25091e-01,9.30508e-01,5.41651e-03
1123,9.25091e-01,9.30508e-01,5.41649e-03
1124,9.25091e-01,9.30508e-01,5.41650e-03
1125,9.25091e-01,9.30508e-01,5.41652e-03
1126,9.25091e-01,9.30508e-01,5.41652e-03
1127,9.25091e-01,9.30508e-01,5.41651e-03
1128,9.25091e-01,9.30508e-01,5.41650e-03
1129,9.25091e-01,9.30508e-01,5.41650e-03
1130,9.25091e-01,9.30508e-01,5.41655e-03
1131,9.25091e-01,9.30508e-01,5.41654e-03
1132,9.25091e-01,9.30508e-01,5.41655e-03
1133,9.25091e-01,9.30508e-01,5.41659e-03
1134,9.25091e-01,9.30508e-01,5.41653e-03
1135,9.25091e-01,9.30508e-01,5.41657e-03
1136,9.25091e-01,9.30508e-01,5.41648e-03
1137,2.79415e-01,2.79415e-01,1.02525e-09
1138,6.09224e-01,6.11682e-01,2.45825e-03
1139,8.54677e-01,8.58934e-01,4.25753e-03
1140,9.81560e-01,9.86808e-01,5.24750e-03
1141,9.72171e-01,9.77530e-01,5.35893e-03
1142,8.27767e-01,8.32391e-01,4.62324e-03
1143,5.68387e-01,5.71561e-01,3.17481e-03
1144,2.30057e-01,2.31294e-01,1.23704e-03
1145,-1.40214e-01,-1.41120e-01,9.05629e-04
1146,-4.90975e-01,-4.93920e-01,2.94500e-03
1147,-7.73483e-01,-7.78073e-01,4.59049e-03
1148,-9.48477e-01,-9.54086e-01,5.60850e-03
1149,-9.91641e-01,-9.97495e-01,5.85416e-03
1150,-8.96977e-01,-9.02268e-01,5.29094e-03
1151,-6.77643e-01,-6.81639e-01,3.99544e-03
1152,-3.64126e-01,-3.66273e-01,2.14646e-03
1153,1.34266e-08,0.00000e+00,1.34266e-08
1154,3.64126e-01,3.66273e-01,2.14643e-03
1155,6.77643e-01,6.81639e-01,3.99541e-03
1156,8.96977e-01,9.02268e-01,5.29091e-03
1157,9.91641e-01,9.97495e-01,5.85413e-03
1158,9.48477e-01,9.54086e-01,5.60848e-03
1159,7.73483e-01,7.78073e-01,4.59046e-03
1160,4.90975e-01,4.93920e-01,2.94495e-03
1161,1.40214e-01,1.41120e-01,9.05589e-04
1162,-2.30057e-01,-2.31294e-01,1.23705e-03
1163,-5.68387e-01,-5.71561e-01,3.17481e-03
1164,-8.27767e-01,-8.32391e-01,4.62323e-03
1165,-9.72171e-01,-9.77530e-01,5.35894e-03
1166,-9.81560e-01,-9.86808e-01,5.24751e-03
1167,-8.54677e-01,-8.58934e-01,4.25755e-03
1168,-6.09224e-01,-6.11682e-01,2.45826e-03
1169,-2.79415e-01,-2.79415e-01,1.82036e-09
1170,7.27442e-01,7.31689e-01,4.24695e-03
1171,7.27442e-01,7.31689e-01,4.24694e-03
1172,7.27442e-01,7.31689e-01,4.24694e-03
1173,7.27442e-01,7.31689e-01,4.24690e-03
1174,7.27442e-01,7.31689e-01,4.24694e-03
1175,7.27442e-01,7.31689e-01,4.24690e-03
1176,7.27442e-01,7.31689e-01,4.24697e-03
1177,7.27442e-01,7.31689e-01,4.24694e-03
1178,7.27442e-01,7.31689e-01,4.24695e-03
1179,7.27442e-01,7.31689e-01,4.24695e-03
1180,7.27442e-01,7.31689e-01,4.24692e-03
1181,7.27442e-01,7.31689e-01,4.24696e-03
1182,7.27442e-01,7.31689e-01,4.24700e-03
1183,7.27442e-01,7.31689e-01,4.24699e-03
1184,7.27442e-01,7.31689e-01,4.24695e-03
1185,7.27442e-01,7.31689e-01,4.24693e-03
1186,7.27442e-01,7.31689e-01,4.24693e-03
1187,7.27442e-01,7.31689e-01,4.24693e-03
1188,7.27442e-01,7.31689e-01,4.24692e-03
1189,7.27442e-01,7.31689e-01,4.24692e-03
1190,7.27442e-01,7.31689e-01,4.24694e-03
1191,7.27442e-01,7.31689e-01,4.24694e-03
1192,7.27442e-01,7.31689e-01,4.24692e-03
1193,7.27442e-01,7.31689e-01,4.24692e-03
1194,7.27442e-01,7.31689e-01,4.24693e-03
1195,7.27442e-01,7.31689e-01,4.24698e-03
1196,7.27442e-01,7.31689e-01,4.24697e-03
1197,7.27442e-01,7.31689e-01,4.24696e-03
1198,7.27442e-01,7.31689e-01,4.24700e-03
1199,7.27442e-01,7.31689e-01,4.24696e-03
1200,7.27442e-01,7.31689e-01,4.24701e-03
1201,7.27442e-01,7.31689e-01,4.24691e-03
1202,2.79415e-01,2.79415e-01,1.02525e-09
1203,6.09224e-01,6.11682e-01,2.45825e-03
1204,8.54677e-01,8.58934e-01,4.25753e-03
1205,9.81560e-01,9.86808e-01,5.24750e-03
1206,9.72171e-01,9.77530e-01,5.35892e-03
1207,8.27767e-01,8.32391e-01,4.62324e-03
1208,5.68387e-01,5.71561e-01,3.17481e-03
1209,2.30057e-01,2.31294e-01,1.23705e-03
1210,-1.40214e-01,-1.41120e-01,9.05619e-04
1211,-4.90975e-01,-4.93920e-01,2.94500e-03
1212,-7.73483e-01,-7.78073e-01,4.59049e-03
1213,-9.48477e-01,-9.54086e-01,5.60850e-03
1214,-9.91641e-01,-9.97495e-01,5.85416e-03
1215,-8.96977e-01,-9.02268e-01,5.29094e-03
1216,-6.77643e-01,-6.81639e-01,3.99544e-03
1217,-3.64126e-01,-3.66273e-01,2.14647e-03
1218,1.71870e-08,0.00000e+00,1.71870e-08
1219,3.64126e-01,3.66273e-01,2.14643e-03
1220,6.77643e-01,6.81639e-01,3.99541e-03
1221,8.96977e-01,9.02268e-01,5.29092e-03
1222,9.91641e-01,9.97495e-01,5.85414e-03
1223,9.48477e-01,9.54086e-01,5.60848e-03
1224,7.73483e-01,7.78073e-01,4.59046e-03
1225,4.90975e-01,4.93920e-01,2.94496e-03
1226,1.40214e-01,1.41120e-01,9.05591e-04
1227,-2.30057e-01,-2.31294e-01,1.23705e-03
1228,-5.68387e-01,-5.71561e-01,3.17481e-03
1229,-8.27767e-01,-8.32391e-01,4.62323e-03
1230,-9.72171e-01,-9.77530e-01,5.35894e-03
1231,-9.81560e-01,-9.86808e-01,5.24751e-03
1232,-8.54677e-01,-8.58934e-01,4.25755e-03
1233,-6.09224e-01,-6.11682e-01,2.45826e-03
1234,-2.79415e-01,-2.79415e-01,1.82036e-09
1235,4.28699e-01,4.31177e-01,2.47723e-03
1236,4.28699e-01,4.31177e-01,2.47722e-03
1237,4.28699e-01,4.31177e-01,2.47724e-03
1238,4.28699e-01,4.31177e-01,2.47720e-03
1239,4.28699e-01,4.31177e-01,2.47725e-03
1240,4.28699e-01,4.31177e-01,2.47718e-03
1241,4.28699e-01,4.31177e-01,2.47726e-03
1242,4.28699e-01,4.31177e-01,2.47721e-03
1243,4.28699e-01,4.31177e-01,2.47724e-03
1244,4.28699e-01,4.31177e-01,2.47724e-03
1245,4.28699e-01,4.31177e-01,2.47722e-03
1246,4.28699e-01,4.31177e-01,2.47726e-03
1247,4.28699e-01,4.31177e-01,2.47729e-03
1248,4.28699e-01,4.31177e-01,2.47728e-03
1249,4.28699e-01,4.31177e-01,2.47724e-03
1250,4.28699e-01,4.31177e-01,2.47723e-03
1251,4.28699e-01,4.31177e-01,2.47723e-03
1252,4.28699e-01,4.31177e-01,2.47723e-03
1253,4.28699e-01,4.31177e-01,2.47721e-03
1254,4.28699e-01,4.31177e-01,2.47720e-03
1255,4.28699e-01,4.31177e-01,2.47723e-03
1256,4.28699e-01,4.31177e-01,2.47723e-03
1257,4.28699e-01,4.31177e-01,2.47720e-03
1258,4.28699e-01,4.31177e-01,2.47720e-03
1259,4.28699e-01,4.31177e-01,2.47722e-03
1260,4.28699e-01,4.31177e-01,2.47728e-03
1261,4.28699e-01,4.31177e-01,2.47726e-03
1262,4.28699e-01,4.31177e-01,2.47724e-03
1263,4.28699e-01,4.31177e-01,2.47729e-03
1264,4.28699e-01,4.31177e-01,2.47725e-03
1265,4.28699e-01,4.31177e-01,2.47732e-03
1266,4.28699e-01,4.31177e-01,2.47721e-03
1267,2.79415e-01,2.79415e-01,1.02525e-09
1268,6.09224e-01,6.11682e-01,2.45825e-03
1269,8.54677e-01,8.58934e-01,4.25753e-03
1270,9.81560e-01,9.86808e-01,5.24750e-03
1271,9.72171e-01,9.77530e-01,5.35892e-03
1272,8.27767e-01,8.32391e-01,4.62324e-03
1273,5.68386e-01,5.71561e-01,3.17482e-03
1274,2.30057e-01,2.31294e-01,1.23706e-03
1275,-1.40214e-01,-1.41120e-01,9.05608e-04
1276,-4.90975e-01,-4.93920e-01,2.94499e-03
1277,-7.73483e-01,-7.78073e-01,4.59048e-03
1278,-9.48477e-01,-9.54086e-01,5.60850e-03
1279,-9.91641e-01,-9.97495e-01,5.85415e-03
1280,-8.96977e-01,-9.02268e-01,5.29094e-03
1281,-6.77643e-01,-6.81639e-01,3.99544e-03
1282,-3.64126e-01,-3.66273e-01,2.14647e-03
1283,1.92649e-08,0.00000e+00,1.92649e-08
1284,3.64126e-01,3.66273e-01,2.14643e-03
1285,6.77643e-01,6.81639e-01,3.99541e-03
1286,8.96977e-01,9.02268e-01,5.29092e-03
1287,9.91641e-01,9.97495e-01,5.85414e-03
1288,9.48477e-01,9.54086e-01,5.60849e-03
1289,7.73483e-01,7.78073e-01,4.59047e-03
1290,4.90975e-01,4.93920e-01,2.94496e-03
1291,1.40214e-01,1.41120e-01,9.05594e-04
1292,-2.30057e-01,-2.31294e-01,1.23705e-03
1293,-5.68387e-01,-5.71561e-01,3.17480e-03
1294,-8.27767e-01,-8.32391e-01,4.62323e-03
1295,-9.72171e-01,-9.77530e-01,5.35893e-03
1296,-9.81560e-01,-9.86808e-01,5.24750e-03
1297,-8.54677e-01,-8.58934e-01,4.25754e-03
1298,-6.09224e-01,-6.11682e-01,2.45825e-03
1299,-2.79415e-01,-2.79415e-01,1.82036e-09
1300,7.03870e-02,7.07372e-02,3.50192e-04
1301,7.03870e-02,7.07372e-02,3.50184e-04
1302,7.03870e-02,7.07372e-02,3.50220e-04
1303,7.03870e-02,7.07372e-02,3.50180e-04
1304,7.03870e-02,7.07372e-02,3.50251e-04
1305,7.03870e-02,7.07372e-02,3.50152e-04
1306,7.03870e-02,7.07372e-02,3.50237e-04
1307,7.03870e-02,7.07372e-02,3.50160e-04
1308,7.03870e-02,7.07372e-02,3.50195e-04
1309,7.03870e-02,7.07372e-02,3.50215e-04
1310,7.03870e-02,7.07372e-02,3.50195e-04
1311,7.03870e-02,7.07372e-02,3.50231e-04
1312,7.03869e-02,7.07372e-02,3.50262e-04
1313,7.03870e-02,7.07372e-02,3.50244e-04
1314,7.03870e-02,7.07372e-02,3.50214e-04
1315,7.03870e-02,7.07372e-02,3.50205e-04
1316,7.03870e-02,7.07372e-02,3.50213e-04
1317,7.03870e-02,7.07372e-02,3.50207e-04
1318,7.03870e-02,7.07372e-02,3.50180e-04
1319,7.03870e-02,7.07372e-02,3.50175e-04
1320,7.03870e-02,7.07372e-02,3.50198e-04
1321,7.03870e-02,7.07372e-02,3.50194e-04
1322,7.03870e-02,7.07372e-02,3.50167e-04
1323,7.03870e-02,7.07372e-02,3.50170e-04
1324,7.03870e-02,7.07372e-02,3.50196e-04
1325,7.03869e-02,7.07372e-02,3.50268e-04
1326,7.03870e-02,7.07372e-02,3.50235e-04
1327,7.03870e-02,7.07372e-02,3.50207e-04
1328,7.03869e-02,7.07372e-02,3.50266e-04
1329,7.03870e-02,7.07372e-02,3.50229e-04
1330,7.03869e-02,7.07372e-02,3.50315e-04
1331,7.03870e-02,7.07372e-02,3.50177e-04
1332,2.79415e-01,2.79415e-01,1.02525e-09
1333,6.09224e-01,6.11682e-01,2.45825e-03
1334,8.54677e-01,8.58934e-01,4.25754e-03
1335,9.81560e-01,9.86808e-01,5.24750e-03
1336,9.72171e-01,9.77530e-01,5.35893e-03
1337,8.27767e-01,8.32391e-01,4.62323e-03
1338,5.68386e-01,5.71561e-01,3.17482e-03
1339,2.30057e-01,2.31294e-01,1.23706e-03
1340,-1.40214e-01,-1.41120e-01,9.05600e-04
1341,-4.90975e-01,-4.93920e-01,2.94498e-03
1342,-7.73483e-01,-7.78073e-01,4.59048e-03
1343,-9.48477e-01,-9.54086e-01,5.60849e-03
1344,-9.91641e-01,-9.97495e-01,5.85415e-03
1345,-8.96977e-01,-9.02268e-01,5.29093e-03
1346,-6.77643e-01,-6.81639e-01,3.99543e-03
1347,-3.64126e-01,-3.66273e-01,2.14646e-03
1348,1.98288e-08,0.00000e+00,1.98288e-08
1349,3.64126e-01,3.66273e-01,2.14643e-03
1350,6.77643e-01,6.81639e-01,3.99541e-03
1351,8.96977e-01,9.02268e-01,5.29092e-03
1352,9.91641e-01,9.97495e-01,5.85414e-03
1353,9.48477e-01,9.54086e-01,5.60849e-03
1354,7.73483e-01,7.78073e-01,4.59047e-03
1355,4.90975e-01,4.93920e-01,2.94496e-03
1356,1.40214e-01,1.41120e-01,9.05600e-04
1357,-2.30057e-01,-2.31294e-01,1.23705e-03
1358,-5.68387e-01,-5.71561e-01,3.17480e-03
1359,-8.27767e-01,-8.32391e-01,4.62323e-03
1360,-9.72171e-01,-9.77530e-01,5.35893e-03
1361,-9.81560e-01,-9.86808e-01,5.24749e-03
1362,-8.54677e-01,-8.58934e-01,4.25753e-03
1363,-6.09224e-01,-6.11682e-01,2.45825e-03
1364,-2.79415e-01,-2.79415e-01,1.82036e-09
1365,-2.97690e-01,-2.99534e-01,1.84356e-03
1366,-2.97690e-01,-2.99534e-01,1.84356e-03
1367,-2.97690e-01,-2.99534e-01,1.84351e-03
1368,-2.97690e-01,-2.99534e-01,1.84355e-03
1369,-2.97690e-01,-2.99534e-01,1.84347e-03
1370,-2.97690e-01,-2.99534e-01,1.84358e-03
1371,-2.97690e-01,-2.99534e-01,1.84350e-03
1372,-2.97690e-01,-2.99534e-01,1.84359e-03
1373,-2.97690e-01,-2.99534e-01,1.84356e-03
1374,-2.97690e-01,-2.99534e-01,1.84353e-03
1375,-2.97690e-01,-2.99534e-01,1.84354e-03
1376,-2.97690e-01,-2.99534e-01,1.84351e-03
1377,-2.97690e-01,-2.99534e-01,1.84348e-03
1378,-2.97690e-01,-2.99534e-01,1.84350e-03
1379,-2.97690e-01,-2.99534e-01,1.84353e-03
1380,-2.97690e-01,-2.99534e-01,1.84353e-03
1381,-2.97690e-01,-2.99534e-01,1.84352e-03
1382,-2.97690e-01,-2.99534e-01,1.84352e-03
1383,-2.97690e-01,-2.99534e-01,1.84356e-03
1384,-2.97690e-01,-2.99534e-01,1.84356e-03
1385,-2.97690e-01,-2.99534e-01,1.84354e-03
1386,-2.97690e-01,-2.99534e-01,1.84355e-03
1387,-2.97690e-01,-2.99534e-01,1.84358e-03
1388,-2.97690e-01,-2.99534e-01,1.84357e-03
1389,-2.97690e-01,-2.99534e-01,1.84354e-03
1390,-2.97690e-01,-2.99534e-01,1.84346e-03
1391,-2.97690e-01,-2.99534e-01,1.84350e-03
1392,-2.97690e-01,-2.99534e-01,1.84353e-03
1393,-2.97690e-01,-2.99534e-01,1.84346e-03
1394,-2.97690e-01,-2.99534e-01,1.84351e-03
1395,-2.97690e-01,-2.99534e-01,1.84341e-03
1396,-2.97690e-01,-2.99534e-01,1.84357e-03
1397,2.79415e-01,2.79415e-01,1.02525e-09
1398,6.09224e-01,6.11682e-01,2.45826e-03
1399,8.54677e-01,8.58934e-01,4.25754e-03
1400,9.81560e-01,9.86808e-01,5.24751e-03
1401,9.72171e-01,9.77530e-01,5.35893e-03
1402,8.27767e-01,8.32391e-01,4.62323e-03
1403,5.68387e-01,5.71561e-01,3.17482e-03
1404,2.30057e-01,2.31294e-01,1.23706e-03
1405,-1.40214e-01,-1.41120e-01,9.05597e-04
1406,-4.90975e-01,-4.93920e-01,2.94497e-03
1407,-7.73483e-01,-7.78073e-01,4.59047e-03
1408,-9.48477e-01,-9.54086e-01,5.60849e-03
1409,-9.91641e-01,-9.97495e-01,5.85415e-03
1410,-8.96977e-01,-9.02268e-01,5.29093e-03
1411,-6.77643e-01,-6.81639e-01,3.99543e-03
1412,-3.64126e-01,-3.66273e-01,2.14646e-03
1413,2.07115e-08,0.00000e+00,2.07115e-08
1414,3.64126e-01,3.66273e-01,2.14643e-03
1415,6.77643e-01,6.81639e-01,3.99541e-03
1416,8.96977e-01,9.02268e-01,5.29091e-03
1417,9.91641e-01,9.97495e-01,5.85414e-03
1418,9.48477e-01,9.54086e-01,5.60849e-03
1419,7.73483e-01,7.78073e-01,4.59047e-03
1420,4.90975e-01,4.93920e-01,2.94497e-03
1421,1.40214e-01,1.41120e-01,9.05607e-04
1422,-2.30057e-01,-2.31294e-01,1.23705e-03
1423,-5.68387e-01,-5.71561e-01,3.17480e-03
1424,-8.27767e-01,-8.32391e-01,4.62323e-03
1425,-9.72171e-01,-9.77530e-01,5.35893e-03
1426,-9.81560e-01,-9.86808e-01,5.24748e-03
1427,-8.54677e-01,-8.58934e-01,4.25753e-03
1428,-6.09224e-01,-6.11682e-01,2.45825e-03
1429,-2.79415e-01,-2.79415e-01,1.82036e-09
1430,-6.24367e-01,-6.28174e-01,3.80673e-03
1431,-6.24367e-01,-6.28174e-01,3.80673e-03
1432,-6.24367e-01,-6.28174e-01,3.80667e-03
1433,-6.24367e-01,-6.28174e-01,3.80672e-03
1434,-6.24367e-01,-6.28174e-01,3.80662e-03
1435,-6.24367e-01,-6.28174e-01,3.80674e-03
1436,-6.24367e-01,-6.28174e-01,3.80666e-03
1437,-6.24367e-01,-6.28174e-01,3.80676e-03
1438,-6.24367e-01,-6.28174e-01,3.80674e-03
1439,-6.24367e-01,-6.28174e-01,3.80670e-03
1440,-6.24367e-01,-6.28174e-01,3.80671e-03
1441,-6.24367e-01,-6.28174e-01,3.80667e-03
1442,-6.24367e-01,-6.28174e-01,3.80665e-03
1443,-6.24367e-01,-6.28174e-01,3.80668e-03
1444,-6.24367e-01,-6.28174e-01,3.80671e-03
1445,-6.24367e-01,-6.28174e-01,3.80670e-03
1446,-6.24367e-01,-6.28174e-01,3.80668e-03
1447,-6.24367e-01,-6.28174e-01,3.80669e-03
1448,-6.24367e-01,-6.28174e-01,3.80672e-03
1449,-6.24367e-01,-6.28174e-01,3.80673e-03
1450,-6.24367e-01,-6.28174e-01,3.80671e-03
1451,-6.24367e-01,-6.28174e-01,3.80672e-03
1452,-6.24367e-01,-6.28174e-01,3.80675e-03
1453,-6.24367e-01,-6.28174e-01,3.80674e-03
1454,-6.24367e-01,-6.28174e-01,3.80671e-03
1455,-6.24367e-01,-6.28174e-01,3.80662e-03
1456,-6.24367e-01,-6.28174e-01,3.80667e-03
1457,-6.24367e-01,-6.28174e-01,3.80670e-03
1458,-6.24367e-01,-6.28174e-01,3.80662e-03
1459,-6.24367e-01,-6.28174e-01,3.80668e-03
1460,-6.24367e-01,-6.28174e-01,3.80658e-03
1461,-6.24367e-01,-6.28174e-01,3.80675e-03
1462,2.79415e-01,2.79415e-01,1.02525e-09
1463,6.09224e-01,6.11682e-01,2.45826e-03
1464,8.54677e-01,8.58934e-01,4.25755e-03
1465,9.81560e-01,9.86808e-01,5.24751e-03
1466,9.72171e-01,9.77530e-01,5.35893e-03
1467,8.27767e-01,8.32391e-01,4.62322e-03
1468,5.68387e-01,5.71561e-01,3.17481e-03
1469,2.30057e-01,2.31294e-01,1.23705e-03
1470,-1.40214e-01,-1.41120e-01,9.05599e-04
1471,-4.90975e-01,-4.93920e-01,2.94497e-03
1472,-7.73483e-01,-7.78073e-01,4.59047e-03
1473,-9.48477e-01,-9.54086e-01,5.60849e-03
1474,-9.91641e-01,-9.97495e-01,5.85415e-03
1475,-8.96977e-01,-9.02268e-01,5.29093e-03
1476,-6.77643e-01,-6.81639e-01,3.99543e-03
1477,-3.64126e-01,-3.66273e-01,2.14647e-03
1478,2.38721e-08,0.00000e+00,2.38721e-08
1479,3.64126e-01,3.66273e-01,2.14642e-03
1480,6.77643e-01,6.81639e-01,3.99540e-03
1481,8.96977e-01,9.02268e-01,5.29091e-03
1482,9.91641e-01,9.97495e-01,5.85414e-03
1483,9.48477e-01,9.54086e-01,5.60849e-03
1484,7.73483e-01,7.78073e-01,4.59047e-03
1485,4.90975e-01,4.93920e-01,2.94497e-03
1486,1.40214e-01,1.41120e-01,9.05613e-04
1487,-2.30057e-01,-2.31294e-01,1.23704e-03
1488,-5.68387e-01,-5.71561e-01,3.17480e-03
1489,-8.27767e-01,-8.32391e-01,4.62323e-03
1490,-9.72171e-01,-9.77530e-01,5.35893e-03
1491,-9.81560e-01,-9.86808e-01,5.24748e-03
1492,-8.54677e-01,-8.58934e-01,4.25753e-03
1493,-6.09224e-01,-6.11682e-01,2.45826e-03
1494,-2.79415e-01,-2.79415e-01,1.82036e-09
1495,-8.64229e-01,-8.69507e-01,5.27779e-03
1496,-8.64229e-01,-8.69507e-01,5.27779e-03
1497,-8.64229e-01,-8.69507e-01,5.27773e-03
1498,-8.64229e-01,-8.69507e-01,5.27778e-03
1499,-8.64230e-01,-8.69507e-01,5.27768e-03
1500,-8.64229e-01,-8.69507e-01,5.27779e-03
1501,-8.64229e-01,-8.69507e-01,5.27772e-03
1502,-8.64229e-01,-8.69507e-01,5.27782e-03
1503,-8.64229e-01,-8.69507e-01,5.27780e-03
1504,-8.64229e-01,-8.69507e-01,5.27777e-03
1505,-8.64229e-01,-8.69507e-01,5.27776e-03
1506,-8.64229e-01,-8.69507e-01,5.27773e-03
1507,-8.64229e-01,-8.69507e-01,5.27772e-03
1508,-8.64229e-01,-8.69507e-01,5.27775e-03
1509,-8.64229e-01,-8.69507e-01,5.27777e-03
1510,-8.64229e-01,-8.69507e-01,5.27776e-03
1511,-8.64229e-01,-8.69507e-01,5.27773e-03
1512,-8.64229e-01,-8.69507e-01,5.27773e-03
1513,-8.64229e-01,-8.69507e-01,5.27778e-03
1514,-8.64229e-01,-8.69507e-01,5.27779e-03
1515,-8.64229e-01,-8.69507e-01,5.27777e-03
1516,-8.64229e-01,-8.69507e-01,5.27779e-03
1517,-8.64229e-01,-8.69507e-01,5.27781e-03
1518,-8.64229e-01,-8.69507e-01,5.27780e-03
1519,-8.64229e-01,-8.69507e-01,5.27778e-03
1520,-8.64230e-01,-8.69507e-01,5.27767e-03
1521,-8.64229e-01,-8.69507e-01,5.27773e-03
1522,-8.64229e-01,-8.69507e-01,5.27776e-03
1523,-8.64230e-01,-8.69507e-01,5.27767e-03
1524,-8.64229e-01,-8.69507e-01,5.27775e-03
1525,-8.64230e-01,-8.69507e-01,5.27764e-03
1526,-8.64229e-01,-8.69507e-01,5.27782e-03
1527,2.79415e-01,2.79415e-01,1.02525e-09
1528,6.09224e-01,6.11682e-01,2.45825e-03
1529,8.54677e-01,8.58934e-01,4.25754e-03
